term_bits,size_bits,class,steps_run,size0,final_size,max_size,pos_delta_frac,hit_node_cap,period,first_recur_step,head_bits,head_k,head_count,chain_len,milestone_steps,milestone_arg_sizes,growth,ckpt_0_1k_5k_10k_20k,k0_frac,max_k,final_k,notes
0100011010000110011000000101101101110,37,head-recurrent-other,20000,17,115524,116271,0.0097,0,0,0,000110011000000101101101110,41,194,2,363;370,78;163,linear(r2=1.000),17|5434|27724|57538|115524,0.0000,385,384,argsz78->163/statesz1747->1880
0100011010000110010001100011001001010,37,ratchet-candidate,20000,18,336,841,0.4004,0,0,0,000110010001100011001001010,1,12,12,1;2;8;24;60;136;292;608;1244;2520;5076;10192,13;22;31;40;49;58;67;76;85;94;103;112,linear(r2=0.314),18|243|156|246|336,0.0000,13,6,
0100011010000100011100101101101000110,37,ratchet-candidate,2028,17,826688,826688,0.5049,1,0,0,000100011100101101101000110,1,10,10,1;3;9;23;53;115;241;495;1005;2027,12;40;124;376;1132;3400;10204;30616;91852;275560,linear(r2=0.964),17|92022|0|0|0,0.0000,10,1,
0100011010000100011100101110101000110,37,ratchet-candidate,20000,17,320002,428652,0.6670,0,0,0,000100011100101110101000110,1,9,9,1;3;11;37;117;359;1087;3273;9833,12;40;124;376;1132;3400;10204;30616;91852,linear(r2=0.759),17|10623|114419|366643|320002,0.0000,17,7,
0100011010000100010110110011101000110,37,ratchet-candidate,20000,17,159331,229373,0.5003,0,0,0,000100010110110011101000110,1,13,13,1;4;11;26;57;120;247;502;1013;2036;4083;8178,12;26;54;110;222;446;894;1790;3582;7166;14334;28670,linear(r2=0.787),17|3751|39844|79673|159331,0.0000,14,7,
0100011010000100010111001110101000110,37,head-recurrent-other,20000,17,17901,21490,0.5719,0,0,0,000100010111001110101000110,15,5719,2,3825;19957,27;14,linear(r2=0.827),17|2024|8984|7996|17901,0.0000,19,17,argsz27->14/statesz8929->17514
0100011010000101100000011001111011010,37,head-recurrent-other,20000,17,64152,64722,0.0106,0,0,0,0000011001000101100000011001111011010110,23,275,2,507;559,78;157,linear(r2=0.999),17|3892|17290|33468|64152,0.0000,142,141,argsz78->157/statesz2199->2351
0100011010000101100000011100111101010,37,ratchet-candidate,20000,17,76050,76056,0.2001,0,0,0,000101000101100000011100111101010000001110010001011000000111001111010101001000001110010001011000000111001111010101010,1,3999,64,6;11;16;21;26;31;36;41;46;51;56;61,12;31;50;69;88;107;126;145;164;183;202;221,linear(r2=1.000),17|3850|19050|38050|76050,0.0000,3,2,
0100011010000101100000011110011101010,37,head-recurrent-other,508,17,505734,505734,0.2087,1,0,0,000101100000011110011101010,2,105,3,2;10,18;112,n/a,17|0|0|0|0,0.0000,195,194,argsz18->112/statesz44->138
0100011010000101100000010110110111010,37,head-recurrent-other,20000,17,2850,3144,0.0051,0,0,0,0000010110110000101100000010110110111010,17,198,1,493;495,108;108,linear(r2=0.833),17|570|1450|1410|2850,0.0000,102,102,argsz108->108/statesz341->335
0100011010000101100001110011100011010,37,head-recurrent-other,20000,17,438839,440939,0.3354,0,0,0,000101100001110011100011010,46,6707,2,344;387,246;291,linear(r2=0.999),17|26762|116154|224246|438839,0.0000,347,347,argsz246->291/statesz11607->11787
0100010110101000000110011100101101010,37,blowup,34,18,531488,531488,0.5000,1,0,0,,0,0,0,,,n/a,18|0|0|0|0,0.8824,2,0,
0100010110101000000110010110011011010,37,opaque,20000,18,140018,140024,0.3333,0,0,0,,0,0,0,,,linear(r2=1.000),18|7028|35018|70028|140018,0.9998,2,0,
0100010110101000000110010110011101010,37,opaque,20000,18,90038,90044,0.2500,0,0,0,,0,0,0,,,linear(r2=1.000),18|4538|22538|45038|90038,0.9998,2,0,
0100010110101000000110010101101101010,37,opaque,20000,18,180008,180014,0.4000,0,0,0,,0,0,0,,,linear(r2=1.000),18|9008|45008|90008|180008,0.9998,2,0,
0100010110101000000110010101110101010,37,opaque,20000,18,239768,239768,0.4996,0,0,0,,0,0,0,,,linear(r2=1.000),18|11858|59798|119768|239768,0.9998,2,0,
0100010110101000000111001100101101010,37,blowup,28,18,524336,524336,0.5000,1,0,0,,0,0,0,,,n/a,18|0|0|0|0,0.8571,2,0,
0100010110101000000101110100110001110,37,head-recurrent-other,20000,17,141592,146486,0.5892,0,0,0,00000101110100110001110,15,5892,2,870;19678,11;1987,linear(r2=0.972),17|9167|28803|58941|141592,0.0000,24,13,argsz11->1987/statesz8610->138230
0100010110101000000101011011000111010,37,ratchet-candidate,20000,17,13387,13387,0.6667,0,0,0,0000000101011011000111010,4,6666,64,5;8;11;14;17;20;23;26;29;32;35;38,10;11;12;13;14;15;16;17;18;19;20;21,linear(r2=0.802),17|714|3387|6714|13387,0.0000,4,4,
0100010110101000011000000110011110110,37,head-recurrent-other,20000,17,1852,2428,0.0100,0,0,0,00011000000110011110110,2,4,3,1;6,10;22,linear(r2=0.778),17|493|952|1141|1852,0.9995,2,0,argsz10->22/statesz32->73
0100010110101000011000000101101101110,37,ratchet-candidate,20000,17,1379,2150,0.0072,0,0,0,000001011011000000101101100000010110110000001011011000000101101100000010110110000001011011000011000000101101101110,2,134,64,45;64;83;106;129;156;183;215;246;281;316;355,58;64;70;76;82;88;94;106;112;118;124;130,linear(r2=0.701),17|500|1019|1244|1379,0.0000,2,1,
0100011000000111001111010000101101010,37,opaque,20000,17,28022,28034,0.2001,0,0,0,,0,0,0,,,linear(r2=1.000),17|1422|7022|14022|28022,0.9998,2,0,
0100011000011100111000110000101101010,37,head-recurrent-other,20000,17,95174,96863,0.3375,0,0,0,000101101010,33,6749,1,332;359,100;19,linear(r2=1.000),17|5838|24759|48722|95174,0.0000,247,246,argsz100->19/statesz2238->2157
0000010001011010100000011100101101010,37,blowup,48,18,1062914,1062914,0.5000,1,0,0,,0,0,0,,,n/a,18|0|0|0|0,1.0000,0,0,
0001000110011010000001110011001110110,37,opaque,20000,17,400113,400116,0.5001,0,0,0,,0,0,0,,,linear(r2=1.000),17|20113|100113|200113|400113,1.0000,0,0,
0001000101101010000001110011001110110,37,opaque,20000,17,400413,400416,0.5001,0,0,0,,0,0,0,,,linear(r2=1.000),17|20413|100413|200413|400413,1.0000,0,0,
0001000101101010000001110011100110110,37,opaque,20000,17,316609,316612,0.6912,0,0,0,,0,0,0,,,linear(r2=1.000),17|16881|80257|159093|316609,1.0000,0,0,
0001000101101010000001110011100111010,37,opaque,20000,17,39997,40019,0.1915,0,0,0,,0,0,0,,,linear(r2=0.997),17|4925|12277|21505|39997,1.0000,0,0,
0001000101101010000001110010110110110,37,opaque,20000,17,300033,300036,0.5000,0,0,0,,0,0,0,,,linear(r2=1.000),17|15033|75033|150033|300033,1.0000,0,0,
0001000101101010000001110010111010110,37,opaque,20000,17,300033,300036,0.5000,0,0,0,,0,0,0,,,linear(r2=1.000),17|15033|75033|150033|300033,1.0000,0,0,
0001000101101010000001011010000110110,37,opaque,20000,18,525,1296,0.0071,0,0,0,,0,0,0,,,linear(r2=0.317),18|300|585|636|525,1.0000,0,0,
0000010001101000011000000110011110110,37,opaque,20000,17,61226,61520,0.0100,0,0,0,,0,0,0,,,linear(r2=1.000),17|3371|15626|30515|61226,1.0000,0,0,
0100010110001010000001011010000110110,37,ratchet-candidate,20000,18,524,1295,0.0071,0,0,0,0001011010000110110,1,141,64,2;4;8;14;22;32;44;58;74;92;112;134,10;13;16;19;22;25;28;31;34;37;40;43,linear(r2=0.317),18|299|584|635|524,0.0000,2,2,
0100011001100011000000101110100111010,37,blowup,2797,17,500205,500205,0.6618,1,0,0,,0,0,0,,,linear(r2=0.970),17|104740|0|0|0,0.9993,1,0,
00000001000110001100001011010000110110,38,opaque,20000,18,524,1298,0.0071,0,0,0,,0,0,0,,,linear(r2=0.317),18|299|584|635|524,1.0000,0,0,
01000001011101101100000011100101101010,38,blowup,48,17,1062913,1062913,0.5000,1,0,0,,0,0,0,,,n/a,17|0|0|0|0,0.9792,1,0,
01000101100011000100001011010000110110,38,ratchet-candidate,20000,18,524,1298,0.0071,0,0,0,0001011010000110110,2,141,64,1;3;7;13;21;31;43;57;73;91;111;133,10;13;16;19;22;25;28;31;34;37;40;43,linear(r2=0.317),18|299|584|635|524,0.0000,3,3,
01000101100010100000011001011000111010,38,opaque,20000,18,60015,60021,0.3333,0,0,0,,0,0,0,,,linear(r2=1.000),18|3021|15015|30021|60015,0.9998,2,0,
00010001011011010000001011010000110110,38,opaque,20000,18,525,1296,0.0071,0,0,0,,0,0,0,,,linear(r2=0.317),18|300|585|636|525,1.0000,0,0,
00010100011000110000101101000011011010,38,opaque,20000,18,524,1298,0.0071,0,0,0,,0,0,0,,,linear(r2=0.317),18|299|584|635|524,1.0000,0,0,
00000100010110110100000011100101101010,38,blowup,50,18,1062916,1062916,0.5000,1,0,0,,0,0,0,,,n/a,18|0|0|0|0,1.0000,0,0,
01000110011000110000001000110100111010,38,blowup,3559,18,500214,500214,0.2532,1,0,0,,0,0,0,,,linear(r2=0.966),18|71138|0|0|0,0.9994,1,0,
00010001011010100000011001011000111010,38,opaque,20000,18,60024,60030,0.3333,0,0,0,,0,0,0,,,linear(r2=1.000),18|3030|15024|30030|60024,1.0000,0,0,
00010001011010100000010110110000110110,38,opaque,20000,18,930,1518,0.0100,0,0,0,,0,0,0,,,linear(r2=0.706),18|270|480|915|930,1.0000,0,0,
00010001011010100000010111010000110110,38,opaque,20000,18,930,1521,0.0100,0,0,0,,0,0,0,,,linear(r2=0.706),18|270|480|915|930,1.0000,0,0,
00010001011010100000010101101000111010,38,opaque,20000,18,6724,6724,0.3334,0,0,0,,0,0,0,,,linear(r2=1.000),18|374|1724|3374|6724,1.0000,0,0,
01000110000111011000000101110100111010,38,monotone-growth,2161,17,500148,500148,0.9792,1,0,0,,0,0,0,,,linear(r2=0.972),17|156990|0|0|0,0.9991,1,0,
01000110010110101000000111001011010110,38,monotone-growth,54,18,524288,524288,1.0000,1,0,0,,0,0,0,,,n/a,18|0|0|0|0,0.9630,1,0,
01000110010110101000000111001011011010,38,monotone-growth,54,18,524288,524288,1.0000,1,0,0,,0,0,0,,,n/a,18|0|0|0|0,0.9630,1,0,
01000110010110101000000111001011101010,38,monotone-growth,54,18,524288,524288,1.0000,1,0,0,,0,0,0,,,n/a,18|0|0|0|0,0.9630,1,0,
01000110010110101000000101110100111010,38,monotone-growth,2136,18,500044,500044,1.0000,1,0,0,,0,0,0,,,linear(r2=0.972),18|160064|0|0|0,0.9991,1,0,
01000101101001100110100000011100110110,38,opaque,20000,18,106698,106701,0.5000,0,0,0,,0,0,0,,,linear(r2=1.000),18|5378|26698|53378|106698,0.9998,2,0,
01000101101001011010100000011100110110,38,opaque,20000,18,106698,106701,0.5000,0,0,0,,0,0,0,,,linear(r2=1.000),18|5354|26698|53354|106698,0.9998,2,0,
01000101100110101000000110011100111010,38,monotone-growth,1945,18,500179,500179,1.0000,1,0,0,,0,0,0,,,n/a,18|185124|0|0|0,0.9979,2,0,
01000101100110101000000111001100111010,38,monotone-growth,412,18,505478,505478,1.0000,1,0,0,,0,0,0,,,n/a,18|0|0|0|0,0.9854,2,0,
01000101100110101000000111001110011010,38,monotone-growth,48,18,710248,710248,1.0000,1,0,0,,0,0,0,,,n/a,18|0|0|0|0,0.8750,2,0,
01000101100110101000000111001011101010,38,monotone-growth,64,18,655574,655574,1.0000,1,0,0,,0,0,0,,,n/a,18|0|0|0|0,0.9062,2,0,
01000101100110101000000101110100111010,38,head-recurrent-other,2137,18,500039,500039,1.0000,1,0,0,00000101110100111010,3,1068,2,3;7,9;19,linear(r2=0.972),18|159734|0|0|0,0.0000,1023,1022,argsz9->19/statesz59->89
01000101011010101000000110011100111010,38,monotone-growth,1961,18,500069,500069,1.0000,1,0,0,,0,0,0,,,n/a,18|183044|0|0|0,0.9969,3,0,
01000101011010101000000111001100111010,38,head-recurrent-other,424,18,506574,506574,1.0000,1,0,0,00000111001100111010,2,5,1,3;7,29;9,n/a,18|0|0|0|0,0.9764,3,0,argsz29->9/statesz49->139
01000101011010101000000111001110011010,38,head-recurrent-other,72,18,713008,713008,1.0000,1,0,0,00000111001110011010,2,5,1,3;7,29;9,n/a,18|0|0|0|0,0.8611,3,0,argsz29->9/statesz49->139
01000101011010101000000111001011010110,38,ratchet-candidate,57,18,655359,655359,1.0000,1,0,0,00010101000001110010110101100000011100101101011000000111001011010110010110100101000001110010110101100000011100101101011000000111001011010110,1,14,14,4;8;12;16;20;24;28;32;36;40;44;48,9;49;129;289;609;1249;2529;5089;10209;20449;40929;81889,n/a,18|0|0|0|0,0.0000,3,1,
01000101011010101000000111001011011010,38,ratchet-candidate,57,18,655359,655359,1.0000,1,0,0,00010101000001110010110110100000011100101101101000000111001011011010010110010100000111001011011010000001110010110110100000011100101101101010,1,14,14,4;8;12;16;20;24;28;32;36;40;44;48,9;49;129;289;609;1249;2529;5089;10209;20449;40929;81889,n/a,18|0|0|0|0,0.0000,3,1,
01000101011010101000000111001011101010,38,ratchet-candidate,57,18,655359,655359,1.0000,1,0,0,00010101000001110010111010100000011100101110101000000111001011101010010101010000011100101110101000000111001011101010000001110010111010101010,1,14,14,4;8;12;16;20;24;28;32;36;40;44;48,9;49;129;289;609;1249;2529;5089;10209;20449;40929;81889,n/a,18|0|0|0|0,0.0000,3,1,
01000101011010101000000101110100111010,38,head-recurrent-other,2135,18,500019,500019,1.0000,1,0,0,00000101110100111010,3,1067,2,1;5,9;19,linear(r2=0.972),18|160334|0|0|0,0.0000,1023,1022,argsz9->19/statesz39->69
01000101100110011010100000011100110110,38,head-recurrent-other,20000,18,106778,106781,0.5000,0,0,0,0000011100110110,2,4,1,1;5,23;7,linear(r2=1.000),18|5442|26778|53442|106778,0.9996,2,0,argsz23->7/statesz39->63
01000101100110011010100000011100111010,38,head-recurrent-other,20000,18,45774,45794,0.3402,0,0,0,0000011100111010,2,4,1,1;5,23;7,linear(r2=0.538),18|30126|35760|39028|45774,0.9996,2,0,argsz23->7/statesz39->63
01000101100101101010100000011100110110,38,head-recurrent-other,20000,18,106746,106749,0.5000,0,0,0,0000011100110110,2,5,1,1;7,23;7,linear(r2=1.000),18|5410|26746|53410|106746,0.9995,3,0,argsz23->7/statesz39->63
01000101100101101010100000011100111010,38,head-recurrent-other,20000,18,45764,45788,0.3405,0,0,0,0000011100111010,2,5,1,1;7,23;7,linear(r2=0.543),18|29456|35714|39006|45764,0.9995,3,0,argsz23->7/statesz39->63
01000101011010011010100000011100110110,38,head-recurrent-other,20000,18,106722,106725,0.5000,0,0,0,0000011100110110,2,6,1,3;9,23;7,linear(r2=1.000),18|5402|26722|53402|106722,0.9994,3,0,argsz23->7/statesz39->63
01000101011010011010100000011100111010,38,head-recurrent-other,20000,18,45772,45794,0.3402,0,0,0,0000011100111010,2,5,1,3;7,23;7,linear(r2=0.539),18|30052|35758|39034|45772,0.9995,3,0,argsz23->7/statesz39->63
01000101011001101010100000011100110110,38,ratchet-candidate,20000,18,106706,106706,0.5000,0,0,0,0001010100000111001101100100000111001101100000011100110110000001110011011001100101000001110011011001000001110011011000000111001101100000011100110110,1,3333,64,6;12;18;24;30;36;42;48;54;60;66;72,7;39;71;103;135;167;199;231;263;295;327;359,linear(r2=1.000),18|5362|26706|53362|106706,0.0000,3,2,
01000101011001101010100000011100111010,38,head-recurrent-other,4072,18,500206,500206,0.5005,1,0,0,0000011100111010,2,8,1,5;13,31;7,linear(r2=1.000),18|127224|0|0|0,0.9961,3,0,argsz31->7/statesz47->95
01000101010110101010100000011100110110,38,ratchet-candidate,20000,18,106698,106698,0.5000,0,0,0,0001010100000111001101100100000111001101100000011100110110000001110011011001100101000001110011011001000001110011011000000111001101100000011100110110,1,3333,64,8;14;20;26;32;38;44;50;56;62;68;74,7;39;71;103;135;167;199;231;263;295;327;359,linear(r2=1.000),18|5362|26698|53362|106698,0.0000,4,1,
01000101010110101010100000011100111010,38,head-recurrent-other,4074,18,500206,500206,0.5005,1,0,0,0000011100111010,2,9,1,7;15,31;7,linear(r2=1.000),18|127224|0|0|0,0.9956,4,0,argsz31->7/statesz47->95
01000110001100000011001011101100111010,38,blowup,775,17,500308,500308,0.6658,1,0,0,,0,0,0,,,n/a,17|0|0|0|0,0.9974,1,0,
01000110001100001001001011010000110110,38,ratchet-candidate,20000,18,953,1307,0.0071,0,0,0,0001001001011010000110110,1,141,64,1;4;9;16;25;36;49;64;81;100;121;144,13;16;19;22;25;28;31;34;37;40;43;46,linear(r2=0.708),18|203|371|323|953,0.0000,2,2,
01000110001100001011010000110010010110,38,ratchet-candidate,20000,18,1556,1847,0.0051,0,0,0,0001011010000110010010110,1,101,64,1;3;8;17;30;47;68;93;122;155;192;233,13;19;25;31;37;43;49;55;61;67;73;79,linear(r2=0.608),18|290|806|506|1556,0.0000,3,2,
01000110001100001011010000100100110110,38,ratchet-candidate,20000,18,641,1829,0.0050,0,0,0,0001011010000100100110110,1,100,64,1;3;9;19;33;51;73;99;129;163;201;243,13;19;25;31;37;43;49;55;61;67;73;79,linear(r2=0.503),18|353|341|713|641,0.0000,2,2,
01000110001100001011010000101100010110,38,ratchet-candidate,20000,18,641,1829,0.0050,0,0,0,0001011010000101100010110,1,100,64,1;3;9;19;33;51;73;99;129;163;201;243,13;19;25;31;37;43;49;55;61;67;73;79,linear(r2=0.503),18|353|341|713|641,0.0000,4,2,
01000110001100001011010000101001010110,38,ratchet-candidate,20000,18,641,1829,0.0050,0,0,0,0001011010000101001010110,1,100,64,1;3;9;19;33;51;73;99;129;163;201;243,13;19;25;31;37;43;49;55;61;67;73;79,linear(r2=0.503),18|353|341|713|641,0.0000,3,2,
01000110001100001011010010010000110110,38,ratchet-candidate,20000,18,641,1829,0.0050,0,0,0,0001011010010010000110110,1,100,64,1;3;9;19;33;51;73;99;129;163;201;243,13;19;25;31;37;43;49;55;61;67;73;79,linear(r2=0.503),18|353|341|713|641,0.0000,3,2,
01000110001100001011010010000011011010,38,ratchet-candidate,20000,18,641,1829,0.0050,0,0,0,0001011010010000011011010,1,100,64,1;3;9;19;33;51;73;99;129;163;201;243,13;19;25;31;37;43;49;55;61;67;73;79,linear(r2=0.503),18|353|341|713|641,0.0000,3,2,
01000110001100001011000100001100111010,38,ratchet-candidate,20000,18,790,1435,0.0071,0,0,0,0001011000100001100111010,1,141,64,1;3;7;13;21;31;43;57;73;91;111;133,13;18;23;28;33;38;43;48;53;58;63;68,linear(r2=0.570),18|330|665|780|790,0.0000,2,2,
01000110001100001011000100001011011010,38,ratchet-candidate,20000,18,790,1435,0.0071,0,0,0,0001011000100001011011010,1,141,64,1;3;7;13;21;31;43;57;73;91;111;133,13;18;23;28;33;38;43;48;53;58;63;68,linear(r2=0.570),18|330|665|780|790,0.0000,3,2,
01000110001100001000101101010000110110,38,ratchet-candidate,20000,18,941,1301,0.0070,0,0,0,0001000101101010000110110,1,140,64,1;6;13;22;33;46;61;78;97;118;141;166,13;16;19;22;25;28;31;34;37;40;43;46,linear(r2=0.688),18|191|359|929|941,0.0000,2,2,
01000110001100001011000011010000110110,38,ratchet-candidate,20000,18,530,1298,0.0141,0,0,0,0001011000011010000110110,1,141,64,1;3;7;13;21;31;43;57;73;91;111;133,13;16;19;22;25;28;31;34;37;40;43;46,linear(r2=0.317),18|305|590|641|530,0.0000,2,2,
01000110001100001011001100010000110110,38,ratchet-candidate,20000,18,950,1307,0.0071,0,0,0,0001011001100010000110110,1,141,64,1;3;8;15;24;35;48;63;80;99;120;143,13;16;19;22;25;28;31;34;37;40;43;46,linear(r2=0.689),18|200|368|938|950,0.0000,3,2,
01000110001100001011001001010000110110,38,ratchet-candidate,20000,18,950,1307,0.0071,0,0,0,0001011001001010000110110,1,141,64,1;3;8;15;24;35;48;63;80;99;120;143,13;16;19;22;25;28;31;34;37;40;43;46,linear(r2=0.689),18|200|368|938|950,0.0000,3,2,
01000110001100001010010011010000110110,38,ratchet-candidate,20000,18,953,1307,0.0071,0,0,0,0001010010011010000110110,1,141,64,1;4;9;16;25;36;49;64;81;100;121;144,13;16;19;22;25;28;31;34;37;40;43;46,linear(r2=0.708),18|203|371|323|953,0.0000,2,2,
01000110001100001010001101010000110110,38,ratchet-candidate,20000,18,953,1304,0.0141,0,0,0,0001010001101010000110110,1,141,64,1;4;9;16;25;36;49;64;81;100;121;144,13;16;19;22;25;28;31;34;37;40;43;46,linear(r2=0.708),18|203|371|323|953,0.0000,2,2,
01000110001100001010100101010000110110,38,ratchet-candidate,20000,18,953,1307,0.0071,0,0,0,0010,3,141,64,2;5;10;17;26;37;50;65;82;101;122;145,13;16;19;22;25;28;31;34;37;40;43;46,linear(r2=0.708),18|203|371|323|953,0.0000,3,2,
01000110001100001010110100001101100010,38,head-recurrent-other,20000,18,953,1727,0.0071,0,0,0,000110000001010110100001101100010,23,278,1,460;461,16;13,linear(r2=0.569),18|401|803|941|953,0.0000,143,143,argsz16->13/statesz173->170
01000110001100001000101101000011011010,38,ratchet-candidate,20000,18,953,1304,0.0071,0,0,0,0001011010000110110,1,141,64,2;5;10;17;26;37;50;65;82;101;122;145,13;16;19;22;25;28;31;34;37;40;43;46,linear(r2=0.708),18|203|371|323|953,0.0000,2,2,
01000110001100100100001011010000110110,38,ratchet-candidate,20000,18,953,1304,0.0071,0,0,0,0001011010000110110,1,141,64,2;5;10;17;26;37;50;65;82;101;122;145,13;16;19;22;25;28;31;34;37;40;43;46,linear(r2=0.708),18|203|371|323|953,0.0000,2,2,
01000101101010000001100110000111101110,38,opaque,20000,17,3720,5496,0.6630,0,0,0,,0,0,0,,,linear(r2=0.803),17|731|1564|2317|3720,0.9998,2,0,
01000101101010000001100110011100111010,38,opaque,20000,18,74386,74404,0.3215,0,0,0,,0,0,0,,,linear(r2=1.000),18|4144|19010|37374|74386,0.9998,2,0,
01000101101010000001100111001110011010,38,monotone-growth,18726,18,500024,500024,1.0000,1,0,0,,0,0,0,,,linear(r2=1.000),18|27644|133552|267890|0,0.9998,2,0,
01000101101010000001100101110100111010,38,monotone-growth,1084,18,501426,501426,1.0000,1,0,0,,0,0,0,,,n/a,18|444282|0|0|0,0.9963,2,0,
01000101101010000001100101100111011010,38,monotone-growth,120,18,630006,630006,1.0000,1,0,0,,0,0,0,,,n/a,18|0|0|0|0,0.9667,2,0,
01000101101010000001110000111001111010,38,blowup,636,17,414905,414905,0.3082,1,0,0,,0,0,0,,,n/a,17|0|0|0|0,0.9937,2,0,step-alloc-cap
01000101101010000001110011001100111010,38,opaque,20000,18,154582,154588,0.4753,0,0,0,,0,0,0,,,linear(r2=1.000),18|11820|41700|79530|154582,0.9998,2,0,
01000101101010000001110011001110011010,38,monotone-growth,14757,18,500013,500013,1.0000,1,0,0,,0,0,0,,,linear(r2=1.000),18|37688|171390|338488|0,0.9997,2,0,
01000101101010000001110011001011010110,38,monotone-growth,30,18,1446714,1446714,1.0000,1,0,0,,0,0,0,,,n/a,18|0|0|0|0,0.8667,2,0,
01000101101010000001110011001011011010,38,monotone-growth,30,18,1446714,1446714,1.0000,1,0,0,,0,0,0,,,n/a,18|0|0|0|0,0.8667,2,0,
01000101101010000001110011001011101010,38,monotone-growth,30,18,1446714,1446714,1.0000,1,0,0,,0,0,0,,,n/a,18|0|0|0|0,0.8667,2,0,
01000101101010000001110011100110011010,38,monotone-growth,1423,18,500617,500617,1.0000,1,0,0,,0,0,0,,,n/a,18|365228|0|0|0,0.9972,2,0,
